name,rating,position,ver,ps_price,skills,weak_foot,work_rate,pac,sho,pas,dri,def,phy,hei,popularity,base_stats,in_game_stats,wei,ps
Brian Olivan,71,LB,,250,3,3,H  M,74,56,61,69,66,75,177,0,401,1877,73,250
Matheus Pereira da Silva,71,CAM,Normal,0,4,3,M  M,75,59,66,77,35,58,181,1,370,1779,68,0
Guessouma Fofana,71,CDM,Normal,300,3,3,M  H,63,60,66,69,67,75,184,4,400,1844,78,300
Ihsan Sacko,71,ST,,350,3,3,M  M,80,70,63,71,40,58,183,3,382,1807,70,350
Berkay Özcan,71,CAM,Normal,700,3,4,M  M,68,53,69,75,34,64,180,-1,363,1710,79,700
Fernando,71,LW,Normal,600,3,3,H  M,86,61,60,76,30,43,176,6,356,1603,66,600
Diego Caballo Alonso,71,LB,,3K,3,2,H  M,72,60,68,66,67,63,173,4,396,1850,69,3000
Sacha Kljestan,71,CAM,Normal,500,3,4,M  H,54,65,75,68,54,70,185,1,386,1927,77,500
Luis Fuentes,71,LB,Normal,300,3,2,M  M,66,59,68,68,71,72,172,2,404,1957,64,300
Jamie Paterson,71,LM,Normal,450,3,4,H  M,78,67,68,72,33,46,175,1,364,1771,67,450
Adryan,71,LM,Normal,300,4,4,M  L,77,63,69,76,39,58,175,0,382,1813,71,300
Hiroyuki Abe,71,LM,Normal,200,3,5,M  M,77,64,65,70,34,56,170,-1,366,1643,69,200
angel Zaldivar,71,ST,Normal,700,3,3,H  L,79,68,61,69,43,69,178,1,389,1821,76,700
Bjørn Johnsen,71,ST,Normal,200,2,2,M  H,72,70,52,64,48,74,195,0,380,1759,81,200
Koo Ja Ryong,71,CB,Normal,550,2,2,L  H,74,29,45,51,70,75,183,0,344,1581,77,550
Yuta Toyokawa,71,ST,Normal,200,3,3,M  L,80,70,55,70,22,50,171,2,347,1733,64,200
Patricio Rubio,71,ST,Normal,200,3,3,H  L,76,70,59,70,26,72,174,2,373,1775,74,200
Seon Min Moon,71,LW,Normal,300,3,4,H  M,93,65,65,72,37,62,172,2,394,1813,68,300
Jonathan Benitez,71,LW,Normal,400,3,3,M  M,83,66,61,72,34,69,178,-1,385,1735,77,400
Lewis Baker,71,CM,Normal,1.2K,3,5,M  L,68,67,72,71,63,66,182,3,407,1971,72,1200
Jean-Clair Todibo,71,CB,Normal,1K,2,2,M  M,69,43,58,64,67,76,190,21,377,1719,81,1000
Nicolas Oroz,71,CAM,Normal,500,3,3,H  M,76,59,67,74,52,58,173,0,386,1775,73,500
Fernando,71,LW,Normal,350,3,3,H  M,86,61,60,76,30,43,176,4,356,1603,66,350
Leonardo Suarez,71,RM,Normal,300,4,3,M  L,65,68,73,76,23,35,167,-2,340,1716,60,300
Erik Godoy,71,CB,Normal,300,2,2,M  M,62,32,55,51,69,78,185,2,347,1580,79,300
Andre Pereira,71,ST,Normal,200,3,2,M  M,63,71,52,65,33,64,188,3,348,1632,76,200
Nery Leyes,71,CDM,Normal,350,2,3,L  M,61,49,62,60,71,80,181,0,383,1782,78,350
Luisinho,71,LM,Normal,600,4,2,H  M,76,69,65,75,22,62,176,2,369,1735,67,600
Joselu,71,ST,Normal,450,3,3,H  H,78,72,60,67,42,78,174,1,397,1900,,450
Miguel Barbieri,71,CB,Normal,300,2,2,L  M,67,34,40,50,69,74,181,1,334,1564,79,300
Bryan Angulo,71,ST,Normal,300,3,4,H  L,80,70,49,73,20,63,183,-1,355,1637,70,300
Alexis Castro,71,CM,Normal,300,3,2,M  L,76,67,70,72,56,66,183,-1,407,1917,71,300
Michael Perez,71,CDM,Normal,200,3,3,M  M,72,52,65,68,69,72,169,1,398,1871,79,200
Ariel Nahuelpan,71,ST,Normal,350,3,3,M  H,54,72,58,64,38,81,188,0,367,1744,,350
Javier Abella,71,RB,Normal,700,2,2,M  M,75,49,63,63,67,65,176,1,382,1796,74,700
Marcelo Herrera,71,CB,Normal,450,2,2,M  M,66,48,58,57,67,80,185,0,376,1734,78,450
Diego Caballo Alonso,71,LB,Normal,1.1K,3,2,H  M,72,60,68,66,67,63,173,1,396,1854,69,1100
Charlie Mulgrew,71,CB,Normal,700,2,3,L  M,51,63,70,65,71,74,191,2,394,1940,83,700
Dan Nistor,71,CM,Normal,400,3,5,H  M,75,65,70,69,64,80,172,-2,423,2037,75,400
Ryan Woods,71,CDM,Normal,1.2K,3,4,M  H,70,54,69,73,64,72,173,0,402,1940,70,1200
Bailey Wright,71,CB,Normal,250,2,3,M  M,63,39,51,58,69,77,184,3,357,1640,79,250
Isaac Kiese Thelin,71,ST,Normal,500,3,3,H  M,47,68,63,66,32,79,189,6,355,1686,82,500
Rafael Mir Vicente,71,ST,Normal,400,3,3,H  L,73,71,60,67,44,67,191,1,382,1799,87,400
Martin Rodriguez,71,LM,Normal,300,3,4,M  M,90,65,62,73,46,64,170,3,400,1828,68,300
Timothy Derijck,71,CB,Normal,650,2,4,M  H,46,45,50,52,73,71,186,1,337,1622,81,650
Felipe Castaldo Curcio,71,LB,Normal,800,3,3,H  M,76,59,72,73,65,71,183,-1,416,1984,75,800
Elvis Perlaza,71,RB,Normal,350,2,3,H  M,75,57,68,64,65,74,171,1,403,1888,75,350
Erik Moran,71,CDM,Normal,200,3,3,M  M,39,47,67,67,68,71,187,2,359,1736,73,200
Marcelo,71,CB,Normal,500,2,2,M  M,62,26,50,52,72,68,178,0,330,1545,74,500
Cesar Quintero,71,RM,Normal,500,3,3,M  M,74,64,67,69,61,73,189,1,408,1840,74,500
Juan Perez,71,ST,Normal,500,3,3,H  M,81,68,65,75,38,67,178,-1,394,1882,72,500
Racine Coly,71,LB,Normal,600,2,2,M  M,80,44,60,66,68,75,185,-2,393,1808,70,600
Ivo Pinto,71,RB,Normal,600,3,3,H  M,81,47,63,67,68,71,184,0,397,1845,70,600
David Gonzalez,71,GK,Normal,550,1,2,M  M,69,70,66,70,37,72,192,-1,384,827,85,550
Patricio Cucchi,71,ST,Normal,250,2,4,H  M,79,69,61,70,37,70,180,2,386,1798,78,250
Sebastian Silva,71,CB,Normal,300,2,3,M  M,50,30,46,52,71,63,180,0,312,1475,80,300
Jamie Murphy,71,LW,Normal,0,3,4,M  M,78,70,66,73,48,68,178,3,403,1905,72,0
Rasmus Schuller,71,CDM,Normal,350,3,3,M  H,55,54,61,66,69,67,177,3,372,1748,67,350
Alexis Saelemaekers,71,RW,Normal,550,3,4,H  H,77,53,70,73,60,63,176,8,396,1902,66,550
Matheus Pereira da Silva,71,CAM,Normal,1.3K,4,3,M  M,75,59,66,77,35,58,181,-2,370,1779,68,1300
Moussa Wague,71,RB,Normal,700,3,3,H  M,80,40,61,72,67,65,177,0,385,1799,70,700
Kevin Bonifazi,71,CB,Normal,1.3K,2,2,M  H,54,34,42,53,73,66,187,1,322,1526,85,1300
Jordan Lefort,71,CB,Normal,200,2,3,M  M,65,26,58,63,71,72,184,0,355,1650,83,200
Joel Pohjanpalo,71,ST,Normal,200,3,3,M  M,66,70,54,67,26,65,184,6,348,1678,85,200
Cheng Zeng,71,GK,Normal,600,1,5,M  M,69,68,70,69,32,73,191,0,381,855,83,600
Xiaoting Feng,71,CB,Normal,1.2K,2,4,H  H,58,41,64,55,72,70,187,0,360,1763,78,1200
Pablo Velazquez,71,ST,Normal,300,3,2,H  M,64,70,51,67,30,78,190,1,360,1703,85,300
Cristian Sapunaru,71,CB,Normal,600,2,3,M  H,55,67,64,66,68,76,187,0,396,1925,81,600
Lluis Lopez,71,CB,Normal,350,2,2,L  M,60,30,50,57,71,65,182,0,333,1578,79,350
Andre Sousa,71,CM,Normal,700,3,2,M  M,64,68,71,70,60,73,181,0,406,1966,78,700
Syam Ben Youssef,71,CB,Normal,850,2,3,L  M,60,43,50,50,70,80,189,1,353,1603,82,850
Dion Cools,71,RM,Normal,350,3,4,H  M,74,58,67,69,70,74,184,4,412,1887,81,350
Saba Lobjanidze,71,LM,Normal,350,3,4,H  M,88,67,64,72,24,56,176,1,371,1761,62,350
Matteo Ardemagni,71,ST,Normal,300,2,3,M  M,70,67,49,65,22,79,185,1,352,1682,83,300
Adama Niane,71,ST,Normal,200,3,3,M  L,70,70,55,68,19,68,182,0,350,1661,70,200
Filip Malbašic,71,ST,Normal,300,3,4,M  M,84,69,64,73,35,66,182,0,391,1817,79,300
Nicolas Leguizamon,71,ST,Normal,450,3,3,H  M,72,68,48,69,27,76,180,0,360,1673,75,450
Francisco Pizzini,71,RM,Normal,300,3,2,H  H,77,62,67,71,32,64,179,0,373,1736,74,300
Ondrej Petrak,71,CDM,Normal,300,3,3,L  M,76,44,64,66,71,71,186,-1,392,1805,79,300
Gonzalo Jara,71,CB,Normal,250,2,4,M  M,58,47,61,63,69,76,178,-1,374,1770,77,250
Yevhen Makarenko,71,CDM,Normal,1K,3,3,M  M,67,57,70,66,70,69,184,0,399,1891,84,1000
Oswaldo Alanis,71,CB,Normal,750,2,3,L  M,45,50,64,60,72,70,183,2,361,1805,80,750
Matias Cabrera,71,CDM,Normal,300,3,3,M  M,70,61,74,76,64,63,177,0,408,1952,69,300
Samuele Longo,71,ST,Normal,250,3,3,H  M,72,70,57,70,38,74,186,0,381,1797,78,250
Tunay Torun,71,RM,Normal,250,3,5,H  M,76,65,70,72,27,60,176,0,370,1760,72,250
Bogdan ?îru,71,CB,Normal,400,2,3,H  L,64,22,42,41,70,81,185,0,320,1483,79,400
Angelo Rodriguez,71,ST,Normal,300,2,3,M  M,72,68,52,66,32,76,181,1,366,1657,,300
Cristian Ganea,71,LB,Normal,450,2,2,M  M,77,62,59,66,66,69,176,1,399,1907,73,450
Alejandro Rodriguez,71,ST,Normal,450,3,2,H  M,76,69,51,70,35,66,183,0,367,1759,80,450
Jacopo Dezi,71,CM,Normal,1.8K,3,3,H  M,76,62,66,71,62,68,178,0,405,1902,68,1800
Roman Prochazka,71,CDM,Normal,300,2,3,M  H,64,59,62,67,72,74,182,1,398,1880,77,300
Hassane Bande,71,LW,Normal,200,3,4,H  M,85,69,60,75,31,63,178,2,383,1746,68,200
Rafael Costa,71,CM,Normal,650,3,3,H  M,58,70,71,71,49,67,183,-1,386,1878,77,650
Giannoulis,71,LB,Normal,200,3,2,H  M,81,48,63,68,67,63,178,7,390,1821,71,200
Barry,71,CDM,Normal,700,3,3,M  M,31,63,73,68,72,63,183,33,370,1882,78,700
Ivanušec,71,CAM,Normal,200,4,4,H  M,78,67,70,74,56,67,175,8,412,1971,,200
Sotoca,71,ST,Normal,200,3,3,H  M,82,69,65,65,40,75,187,4,396,1852,77,200
Ebrahimi,71,CDM,Normal,200,2,3,M  M,62,54,71,65,68,67,177,12,387,1921,72,200
Assunção da Silva,71,CDM,Normal,750,3,3,M  M,66,57,64,70,67,72,178,3,396,1895,66,750
Pereira Rodrigues,71,CM,Normal,650,3,3,M  M,67,63,65,73,64,60,168,2,392,1927,63,650
Zivkovic,71,GK,Normal,200,1,2,M  M,71,67,68,75,29,71,194,5,381,726,87,200
Marco Torsiglieri,71,CB,Rare,0,2,3,M  M,48,38,56,50,68,81,190,1,341,1608,86,0
Yacob,71,CDM,Rare,1K,2,3,M  H,39,57,60,64,71,72,181,-2,363,1778,73,1000
Ruben Fernandes,70,CB,Normal,500,2,3,M  M,61,51,56,56,69,73,185,1,366,1746,78,500
Kyle Beckerman,70,CDM,Normal,500,2,3,M  H,34,60,62,64,68,69,177,2,357,1804,70,500
Alexander Farnerud,70,CM,Normal,200,3,3,M  M,60,67,71,68,61,59,182,1,386,1889,73,200
Chris Brunt,70,CM,Normal,600,3,2,M  M,50,70,75,67,66,66,185,4,394,1971,84,600
Wayne Routledge,70,RM,Normal,500,3,2,M  H,67,64,67,73,40,54,170,-1,365,1757,64,500
Jaime Valdes,70,CM,Normal,1.3K,3,4,H  M,59,69,75,73,48,54,175,1,378,1828,74,1300
Gianluca Pegolo,70,GK,Normal,750,1,2,M  M,70,68,60,70,43,70,183,4,381,842,76,750
Reto Ziegler,70,CB,Normal,550,2,3,M  M,59,63,72,66,70,71,183,2,401,1942,80,550
Juan Francisco Martinez Modesto,70,CF,Normal,300,3,4,M  L,58,72,63,70,46,55,169,1,364,1826,68,300
Michael Dawson,70,CB,Normal,900,2,3,M  H,30,33,44,39,71,64,188,3,281,1397,76,900
Hugo Campagnaro,70,CB,Normal,250,2,3,L  M,36,39,52,52,70,69,181,2,318,1564,85,250
Özgur Çek,70,LB,Normal,650,3,2,H  M,77,64,70,72,64,66,173,-1,413,1979,70,650
Hakan Arikan,70,GK,Normal,250,1,2,M  M,74,60,62,74,44,72,192,-2,386,845,93,250
Umut Bulut,70,ST,Normal,750,3,3,M  M,54,72,56,60,41,69,184,6,352,1690,75,750
Daniele Gastaldello,70,CB,Normal,0,2,3,M  M,35,40,50,54,70,64,185,7,313,1514,77,0
Davide Moscardelli,70,CF,Normal,300,4,4,M  M,42,72,66,76,37,64,185,287,357,1771,,300
Yalçin Ayhan,70,CB,Normal,700,2,2,L  H,30,32,47,50,72,68,192,-3,299,1385,82,700
Tolgahan Acar,70,GK,Normal,300,1,1,M  M,72,65,67,79,36,59,187,1,378,952,78,300
Dorca,70,CDM,Normal,300,2,3,M  H,38,59,65,63,68,78,183,0,371,1785,76,300
Ruben,70,GK,Normal,1.8K,1,2,M  M,70,66,71,72,45,71,188,5,395,940,79,1800
Pawel Kieszek,70,GK,Normal,400,1,2,M  M,71,68,67,70,48,68,187,5,392,893,82,400
Emanuele Calaio,70,ST,Normal,900,3,2,M  M,59,70,56,71,31,70,179,1,357,1767,75,900
Bradley Johnson,70,CDM,Normal,850,3,3,H  M,52,73,65,66,69,80,178,2,405,2010,68,850
Leon Clarke,70,ST,Normal,5K,2,4,M  M,61,69,56,63,30,77,188,-2,356,1698,89,5000
Bartosz Bialkowski,70,GK,Normal,400,1,3,M  M,65,70,65,71,42,73,193,4,386,870,86,400
Pedro Lopez,70,RB,Normal,350,3,3,M  M,66,60,68,69,71,66,174,1,400,1909,72,350
Zhi Zheng,70,CDM,Normal,600,3,4,M  H,48,64,67,72,70,61,181,3,382,1895,75,600
Lin Gao,70,ST,Normal,750,3,4,H  M,74,69,67,66,53,72,185,-1,401,1914,75,750
Craig Bryson,70,CM,Normal,1.2K,3,3,M  M,66,67,65,69,64,68,170,2,399,1961,68,1200
Alexander Baumjohann,70,CAM,Normal,250,3,4,H  L,69,63,68,72,36,55,178,6,363,1744,75,250
John Ruddy,70,GK,Normal,2.6K,1,3,M  M,70,66,72,71,40,70,193,0,389,797,,2600
Jonny Hayes,70,LM,Normal,250,3,4,H  H,85,63,67,73,53,65,173,4,406,1886,73,250
Grant Leadbitter,70,CDM,Normal,400,2,3,H  M,52,67,70,65,67,73,178,0,394,1950,79,400
Adam Le Fondre,70,ST,Normal,300,3,3,H  L,67,72,62,68,30,65,175,4,364,1793,73,300
Onuoha,70,CB,Normal,300,2,2,M  M,72,33,54,54,67,78,188,1,358,1660,,300
Pita,70,CDM,Normal,300,3,3,M  M,31,69,73,64,66,68,187,0,371,1842,81,300
Johan Dahlin,70,GK,Normal,400,1,3,M  M,66,70,67,69,38,73,191,3,383,874,90,400
Tim Hoogland,70,CB,Normal,300,2,2,M  M,46,61,60,62,69,70,183,3,368,1819,80,300
Steven Fletcher,70,ST,Normal,450,3,2,H  L,52,70,58,69,33,68,186,5,350,1705,76,450
Michael Parkhurst,70,CB,Normal,1.8K,2,3,M  M,50,39,62,62,70,68,180,0,351,1661,72,1800
Cameron Jerome,70,ST,Normal,900,3,2,M  H,70,70,51,64,44,79,185,2,378,1803,85,900
Molinero,70,LB,Normal,400,2,3,M  M,74,54,63,67,67,75,177,3,400,1898,77,400
Marc Pugh,70,LM,Normal,450,4,4,H  M,60,67,68,72,47,61,180,2,375,1812,72,450
Danilo Silva,70,CB,Normal,1.1K,2,4,M  M,71,44,62,61,68,70,185,1,376,1704,70,1100
Adrian Aldrete,70,LB,Normal,400,3,3,M  M,73,54,65,67,67,69,177,2,395,1911,75,400
Rob Elliot,70,GK,Normal,850,1,2,M  M,71,66,76,71,41,70,190,0,395,859,94,850
Aldo Ramirez,70,CM,Normal,400,3,3,M  L,63,66,69,71,62,66,175,0,397,1922,76,400
Zdravko Kuzmanovic,70,CM,Normal,300,3,3,M  M,33,66,73,61,65,67,186,-2,365,1838,80,300
Sami Allagui,70,ST,Normal,200,3,3,M  M,69,69,64,72,30,63,184,2,367,1802,77,200
Remy Riou,70,GK,Normal,300,1,1,M  M,70,68,66,68,48,71,189,1,391,898,81,300
Miguel Fraga,70,GK,Normal,300,1,3,M  M,70,70,74,69,51,69,184,2,403,975,83,300
Jacques Maghoma,70,LM,Normal,600,3,3,M  M,81,64,64,74,34,64,178,-1,381,1759,72,600
Sam Hutchinson,70,CDM,Normal,2.5K,2,3,M  M,61,51,63,63,70,72,182,2,380,1817,73,2500
Hugo Vieira,70,ST,Normal,900,3,3,H  L,86,66,62,72,28,64,178,0,378,1792,73,900
Andre Filipe Alves Monteiro,70,RW,Normal,1.4K,3,4,M  M,74,65,69,73,28,58,176,0,367,1809,74,1400
Antonio Balzano,70,RB,Normal,2.8K,2,3,H  H,71,42,54,63,69,77,174,3,376,1771,,2800
Javi Moyano,70,RB,Normal,650,2,2,M  H,70,45,58,61,70,73,180,7,377,1794,73,650
Brian Hamalainen,70,CB,Normal,500,3,3,H  H,69,52,74,68,69,73,176,0,405,2000,81,500
Ramon Leeuwin,70,CB,Normal,1.5K,2,3,L  M,53,43,58,52,68,75,187,-1,349,1690,76,1500
Alexandre Bonnet,70,LM,Normal,1.9K,3,4,M  M,75,64,70,71,36,56,173,-1,372,1778,65,1900
Stergos Marinos,70,RB,Normal,300,2,3,H  M,68,45,63,63,71,67,178,0,377,1759,72,300
Nicolas Viola,70,CM,Normal,350,3,3,H  H,65,61,73,67,58,72,180,1,396,1902,77,350
Manuel Reina Rodriguez,70,GK,Normal,500,1,3,M  M,67,68,65,70,56,73,186,3,399,927,81,500
Ramon Fernandez,70,CAM,Normal,450,3,3,M  M,68,68,68,71,55,66,172,0,396,1922,71,450
Pablo Barrera,70,RM,Normal,300,3,4,M  L,75,65,68,70,44,69,178,5,391,1851,72,300
Tom Clarke,70,CB,Normal,550,2,3,M  H,52,30,38,40,71,77,180,-1,308,1472,77,550
Jason Pearce,70,CB,Normal,1.3K,2,3,M  H,43,23,43,47,70,78,185,3,304,1469,71,1300
Neil Taylor,70,LB,Normal,2K,3,3,M  H,68,39,65,69,69,66,175,7,376,1804,75,2000
Herve Kage,70,RM,Normal,10K,3,4,M  L,77,65,64,76,48,69,177,5,399,1917,,10000
Ki Hun Yeom,70,LW,Normal,300,3,3,H  M,63,70,74,70,42,70,182,0,389,1917,80,300
Keun Ho Lee,70,ST,Normal,200,4,4,H  M,80,66,64,69,38,71,176,0,388,1840,74,200
Miguel Angel Torren,70,CB,Normal,400,2,3,M  M,68,45,56,55,71,75,176,-1,370,1743,71,400
Mikael Lustig,70,RB,Normal,300,3,3,M  H,49,53,66,65,74,74,189,4,381,1838,78,300
Patrick Ebert,70,CM,Normal,300,3,4,M  M,63,69,74,69,59,66,176,2,400,1942,80,300
Adam Bodzek,70,CDM,Normal,8.5K,2,2,L  H,38,54,61,59,70,76,184,0,358,1787,81,8500
Ruben Yttergård Jenssen,70,CM,Normal,200,3,2,M  M,68,64,70,68,59,73,173,1,402,1953,,200
Mathieu Coutadeur,70,CDM,Normal,200,3,4,M  M,60,65,69,69,64,73,170,-2,400,1974,69,200
Jose Manuel Flores Moreno,70,CB,Normal,300,2,3,H  H,61,34,49,61,70,76,187,1,351,1612,75,300
Aleandro Rosi,70,RM,Normal,450,3,3,M  M,72,59,66,71,66,74,184,0,408,1913,80,450
Mirko Bruccini,70,CM,Normal,500,3,3,H  M,67,72,69,69,67,71,183,0,415,2011,70,500
Nenê,70,ST,Normal,400,2,3,M  L,48,72,58,64,28,70,183,-2,340,1736,78,400
Simone Iacoponi,70,RB,Normal,2.7K,2,3,L  H,78,32,44,54,69,68,180,1,345,1583,73,2700
Wout Brama,70,CDM,Normal,800,3,3,M  M,49,53,66,66,67,69,176,7,370,1832,77,800
Andrea Luci,70,CM,Normal,250,3,4,M  M,64,58,71,67,63,69,172,-1,392,1916,68,250
Luigi Vitale,70,LM,Normal,1.5K,3,2,M  M,77,62,71,68,62,69,180,2,409,1999,71,1500
Bruno Urribarri,70,LB,Normal,300,2,2,H  M,83,47,67,66,62,65,176,1,390,1869,65,300
Stefano Napoleoni,70,LM,Normal,0,3,4,H  M,59,63,68,70,30,59,178,0,349,1643,69,0
Søren Rieks,70,LWB,Normal,300,3,4,H  L,78,67,66,72,62,72,185,2,417,1956,75,300
Nuno Pinto,70,LB,Normal,450,3,3,M  M,73,55,69,73,71,55,173,3,396,1922,65,450
Gulselam,70,CDM,Normal,400,2,3,M  H,48,59,57,59,73,79,192,-1,375,1744,88,400
Eiji Kawashima,70,GK,Normal,900,1,3,M  M,70,65,71,74,44,67,185,4,391,865,74,900
Aly Cissokho,70,LB,Normal,350,2,2,H  M,72,59,61,63,71,75,181,6,401,1871,,350
Krisztian Nemeth,70,ST,Normal,3K,3,3,M  L,71,70,63,69,36,63,180,2,372,1791,75,3000
Mirko Drudi,70,CB,Normal,0,2,3,M  M,64,52,60,60,70,69,182,1,375,1787,80,0
Dalei Wang,70,GK,Normal,700,1,3,M  M,69,68,76,70,60,65,187,5,408,1001,91,700
Xuepeng Li,70,LB,Normal,1.2K,3,3,H  M,79,55,67,71,65,74,185,2,411,1912,76,1200
Martin Männel,70,GK,Normal,200,1,3,M  M,73,70,59,74,49,65,183,1,390,895,80,200
Alan Power,70,CDM,Normal,250,2,3,H  H,46,50,64,67,63,75,178,2,365,1769,72,250
Raul Bobadilla,70,ST,Normal,300,3,3,H  M,62,69,64,69,47,82,179,0,393,1878,,300
Pål Andre Helland,70,RW,Normal,300,3,4,H  M,74,70,68,70,46,65,186,2,393,1871,84,300
Davide Di Gennaro,70,CM,Normal,500,3,4,H  M,67,63,74,69,58,63,180,-2,394,1907,72,500
Norman Theuerkauf,70,LB,Normal,250,2,3,L  H,57,55,65,62,71,77,183,0,387,1865,80,250
Robert Tesche,70,CDM,Normal,200,3,4,H  H,57,67,70,70,66,71,180,2,401,1971,71,200
Gianni Bruno,70,RM,Normal,350,3,3,H  L,70,68,63,71,29,66,180,-1,367,1766,73,350
Lasse Vibe,70,ST,Normal,300,3,4,H  H,81,69,61,68,36,63,181,10,378,1792,73,300
Kolbeinn Sigþorsson,70,ST,Normal,200,2,3,M  L,57,70,57,62,39,67,187,1,352,1706,87,200
Kevin Wolze,70,LB,Normal,300,3,3,H  M,78,70,68,70,65,74,174,3,425,2036,70,300
Mattia Mustacchio,70,RM,Normal,300,3,4,H  L,90,63,61,71,41,63,180,2,389,1810,78,300
Jorge Villafaña,70,LB,Normal,450,3,3,H  M,77,57,68,68,63,64,175,4,397,1881,68,450
Ricardo Machado,70,CB,Normal,650,2,3,M  M,50,31,44,40,69,79,187,-1,313,1488,82,650
Wellington,70,ST,Normal,400,3,4,H  M,56,69,57,63,36,82,186,4,363,1693,89,400
Marcelo Larrondo,70,ST,Normal,250,3,3,H  L,48,68,62,68,33,65,191,1,344,1652,80,250
Massimo Volta,70,CB,Normal,300,2,2,M  H,55,31,43,50,69,75,184,-1,323,1544,78,300
Henri Lansbury,70,CM,Normal,750,3,3,M  M,58,68,70,68,59,70,183,1,393,1912,85,750
Matias Rodriguez,70,RB,Normal,1K,3,3,H  M,74,60,63,68,67,73,178,2,405,1904,75,1000
Roger Espinoza,70,CM,Normal,1.3K,3,4,H  H,58,67,67,70,70,79,180,3,411,1999,77,1300
Kenneth Kronholm,70,GK,Normal,250,1,3,M  M,74,64,65,74,34,64,188,1,375,814,83,250
James Holland,70,CM,Normal,200,2,4,M  M,65,62,64,68,66,79,182,2,404,1925,76,200
Pavels Šteinbors,70,GK,Normal,350,1,2,M  M,72,66,65,74,37,71,191,5,385,897,81,350
Anders Konradsen,70,CM,Normal,200,3,3,H  H,66,66,67,66,67,79,183,1,411,1982,76,200
Stephan Hain,70,ST,Normal,200,3,4,M  M,75,67,54,72,25,65,178,0,358,1675,,200
Hyung Min Shin,70,CDM,Normal,450,3,5,M  M,66,63,71,64,63,74,182,1,401,1960,77,450
Zaur Sadaev,70,ST,Normal,400,3,3,H  H,74,69,55,72,31,73,182,1,374,1728,78,400
Frederic Sammaritano,70,LM,Normal,4.6K,3,4,H  M,63,63,71,72,26,49,162,2,344,1700,64,4600
Tommy Oar,70,LM,Normal,200,3,4,H  M,77,57,69,70,39,53,172,0,365,1771,66,200
Mustapha Yatabare,70,ST,Normal,600,3,3,H  M,64,70,62,66,30,74,186,3,366,1710,84,600
Johannes Flum,70,CDM,Normal,200,3,3,M  H,42,63,68,64,68,70,190,3,375,1815,82,200
William Remy,70,CB,Normal,350,2,3,M  M,69,40,62,64,65,81,184,4,381,1736,,350
Mustafa Pektemek,70,CF,Normal,1.4K,3,3,H  H,73,70,65,71,53,71,182,-3,403,1943,72,1400
Driss Fettouhi,70,CAM,Normal,400,5,1,M  L,68,63,70,76,45,63,185,29,385,1885,74,400
Fidel,70,RM,Normal,200,3,2,H  L,75,68,65,72,34,62,180,4,376,1826,75,200
Alexander Esswein,70,RM,Normal,1.9K,3,3,M  M,77,69,63,70,58,74,182,15,411,1934,85,1900
Simone Colombi,70,GK,Normal,450,1,2,M  M,71,67,53,76,41,69,188,3,377,853,83,450
Aridane,70,CB,Normal,1.6K,2,3,M  H,49,36,49,47,67,85,186,13,333,1613,77,1600
Manuel Schäffler,70,ST,Normal,300,2,3,M  M,70,70,49,62,30,80,189,0,361,1681,89,300
Renato Araujo Chaves Jr.,70,CB,Normal,950,2,2,M  M,55,47,54,49,70,72,185,0,347,1650,78,950
Moestafa El Kabir,70,ST,Normal,600,3,4,M  L,73,69,62,70,29,70,174,3,373,1806,,600
Ramazan Köse,70,GK,Normal,300,1,3,M  M,74,62,57,75,34,74,193,-1,376,836,89,300
Robert Gucher,70,CDM,Normal,200,3,3,M  M,59,61,64,66,66,72,183,1,388,1866,77,200
Paul Coutts,70,CM,Normal,200,3,3,M  M,58,62,70,68,63,71,183,1,392,1870,75,200
Lyle Taylor,70,ST,Normal,850,3,3,H  M,82,67,55,70,37,69,188,15,380,1725,79,850
Diego de Buen,70,CDM,Normal,1.2K,2,3,H  H,61,65,67,62,65,74,182,-1,394,1904,79,1200
Danny Hoesen,70,ST,Normal,350,4,4,H  M,73,70,57,70,35,67,185,3,372,1780,82,350
Gregory Sertic,70,CDM,Normal,800,2,3,M  M,56,63,68,63,69,71,183,0,390,1927,76,800
Yassine El Ghanassy,70,LM,Normal,2.1K,4,4,M  L,72,65,67,77,31,54,173,1,366,1762,73,2100
Mossa,70,LB,Normal,250,3,3,M  M,71,52,66,66,64,74,178,-1,393,1879,72,250
Graham Zusi,70,RB,Normal,300,3,4,H  H,64,70,74,70,66,72,178,0,416,2040,73,300
Franco Zuculini,70,CM,Normal,250,3,3,M  M,68,56,68,71,65,68,176,0,396,1894,68,250
Gaston Sauro,70,CB,Normal,250,2,3,M  H,52,33,53,52,67,75,190,0,332,1545,84,250
Victor Palsson,70,CDM,Normal,300,2,3,M  H,68,53,60,60,68,82,186,6,391,1846,77,300
Marco Terrazzino,70,LM,Normal,1K,4,2,M  M,65,58,69,74,34,59,177,1,359,1734,76,1000
Marvin Pourie,70,ST,Normal,600,3,4,H  M,79,68,56,64,23,78,185,3,368,1692,86,600
Håvard Nielsen,70,ST,Normal,200,3,4,M  M,67,70,62,69,41,68,187,1,377,1772,82,200
Rhayner Santos Nascimento,70,RM,Normal,750,4,3,H  M,92,62,60,75,40,70,172,10,399,1859,65,750
Ahmed Elmohamady,70,RB,Normal,1.2K,3,3,H  M,69,64,70,69,66,72,183,3,410,1980,78,1200
